gene_symbol,candidate_rank,priority_group,pathway,pathway_rank,pathway_priority,n_convergent_FDR_celltypes,n_same_direction_celltypes,shared_AD_PD_leading_edge
SMAD4,11597,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
USP9X,5636,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,True
UBE2D3,5725,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
UBE2D1,3382,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,True
PPM1A,14720,P7_other,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
NEDD4L,1438,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,True
SMAD3,3151,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,True
UBC,6724,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
SERPINE1,16614,P7_other,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
PARP1,12203,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
SMAD7,3393,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,True
UBB,10676,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
MAPK1,2523,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
STAT1,1175,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
SMURF2,9260,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
WWTR1,1128,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,True
UBA52,3152,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
TGIF1,1256,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,True
RPS27A,3241,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
NCOR1,9217,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,False
SKI,5125,P6_brain_plus_retina_expression,Downregulation of SMAD2/3:SMAD4 transcriptional activity,613,R3_recurrent_directional,0,3,True
PAK1,8481,P6_brain_plus_retina_expression,Activation of RAC1,614,R3_recurrent_directional,0,3,False
SOS2,14780,P7_other,Activation of RAC1,614,R3_recurrent_directional,0,3,False
SLIT2,10081,P6_brain_plus_retina_expression,Activation of RAC1,614,R3_recurrent_directional,0,3,False
PAK3,11381,P6_brain_plus_retina_expression,Activation of RAC1,614,R3_recurrent_directional,0,3,False
PAK2,2657,P6_brain_plus_retina_expression,Activation of RAC1,614,R3_recurrent_directional,0,3,False
ROBO1,1999,P6_brain_plus_retina_expression,Activation of RAC1,614,R3_recurrent_directional,0,3,True
NCK2,7485,P6_brain_plus_retina_expression,Activation of RAC1,614,R3_recurrent_directional,0,3,True
PAK4,9462,P6_brain_plus_retina_expression,Activation of RAC1,614,R3_recurrent_directional,0,3,False
SOS1,1387,P6_brain_plus_retina_expression,Activation of RAC1,614,R3_recurrent_directional,0,3,True
NCK1,121,P3_recurrent_dual_ocular_directional,Activation of RAC1,614,R3_recurrent_directional,0,3,False
PAK5,13726,P7_other,Activation of RAC1,614,R3_recurrent_directional,0,3,False
ALPK1,10365,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
SIGIRR,3527,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMB5,265,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
NLRC5,6425,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PTPN7,5920,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
LRRC14,11326,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PTPN14,6301,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IRAK4,7462,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
MAP3K7,5256,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
USP18,6247,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMC5,3195,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
TIFA,16986,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
TAB3,9227,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PTPN12,11393,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
CUL1,4539,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
NOD1,10814,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PTPN18,4910,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PSMC3,17,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
NOD2,17164,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
ADRM1,47,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMD8,1411,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PTPN23,8804,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMB7,2016,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
MAP3K8,6454,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
IL1B,16617,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
TRAF6,1565,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PSMB2,105,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
STAT3,480,P4_single_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMA5,7802,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMD12,7505,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
NLRX1,4614,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PSMC2,14864,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
NKIRAS1,10970,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMD13,3497,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
TAB2,1616,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMA3,12599,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PELI3,10427,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PTPN20,9346,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMD1,5502,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
BTRC,4921,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IKBKB,4637,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
IL33,17046,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
S100B,1119,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
SMAD3,3151,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PSMD11,11966,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
RIPK2,7617,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IL1A,17574,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMB6,137,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
UBC,6724,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMA7,7580,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
SEM1,12947,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
N4BP1,8937,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMC1,3157,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
USP14,260,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
IL18,145,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
SKP1,8231,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IKBIP,3671,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
HMGB1,3128,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
TP53,11072,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
UBA52,3152,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
SQSTM1,10730,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
CHUK,5734,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMB3,1954,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PTPN2,3847,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
TRAF2,1609,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
MAP3K3,14729,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PTPN13,3902,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
RBX1,3986,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
FBXW11,8941,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
GSDMD,10849,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
AGER,1839,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IL1RAP,870,P5_single_ocular_FDR,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
IRAK2,6480,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
UBB,10676,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
NFKB2,3616,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PSMD7,83,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
RELA,1163,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
NFKBIB,9659,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
TNIP2,6262,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PSMB4,3555,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
NKIRAS2,5198,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
CASP1,10059,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMD6,7917,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMC6,9412,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
MAPK8,5682,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
RPS27A,3241,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMC4,2165,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
UBE2N,14678,P7_other,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IL1RAPL1,6124,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IRAK1,9209,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PELI1,5403,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PTPN11,115,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IL18BP,4689,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
NFKB1,6826,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
TOLLIP,909,P5_single_ocular_FDR,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
TBK1,960,P5_single_ocular_FDR,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
MAP2K4,535,P5_single_ocular_FDR,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PTPN4,2229,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMD2,1292,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
TAB1,5671,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
APP,481,P4_single_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PTPN6,11295,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
ALOX5,8245,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
PSMA4,141,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
NFKBIA,6730,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
IKBKG,22,P3_recurrent_dual_ocular_directional,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,True
MYD88,6854,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMB1,12696,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
PSMD3,2254,P6_brain_plus_retina_expression,Interleukin-1 family signaling,615,R3_recurrent_directional,0,3,False
REL,8545,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMC2,14864,P7_other,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMD13,3497,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMB5,265,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
FBXW11,8941,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMA3,12599,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMD1,5502,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
IKBKB,4637,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMD11,11966,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
NFKB1,6826,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMB6,137,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
UBC,6724,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMC5,3195,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
CARD11,4103,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMD14,4697,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMA7,7580,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
SEM1,12947,P7_other,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PRKCB,4616,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
UBB,10676,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMA1,173,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMC4,2165,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMB1,12696,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMC1,3157,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
CUL1,4539,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMC3,17,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMD2,1292,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMD7,83,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
ADRM1,47,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMD8,1411,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
SKP1,8231,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMA4,141,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
NFKBIE,6024,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMB4,3555,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
NFKBIA,6730,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMB7,2016,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMD6,7917,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
UBA52,3152,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMC6,9412,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
CHUK,5734,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
IKBKG,22,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
RPS27A,3241,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMB2,105,P3_recurrent_dual_ocular_directional,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMB3,1954,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMD3,2254,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
PSMA5,7802,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,True
PSMD12,7505,P6_brain_plus_retina_expression,Activation of NF-kappaB in B cells,616,R3_recurrent_directional,0,3,False
GJC2,11487,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,False
TUBB2B,6575,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,True
TUBA1B,3348,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,True
TUBA1C,1758,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,False
TUBB4A,2771,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,True
TUBB6,10586,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,False
GJB1,13139,P7_other,Gap junction assembly,617,R3_recurrent_directional,0,3,False
TUBA8,12492,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,False
TUBA1A,11055,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,False
TUBB2A,3276,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,True
TUBB8,10005,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,False
TUBB4B,6092,P6_brain_plus_retina_expression,Gap junction assembly,617,R3_recurrent_directional,0,3,True
TUBA4A,15280,P7_other,Gap junction assembly,617,R3_recurrent_directional,0,3,False
ABRAXAS2,13097,P7_other,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
STAMBP,9001,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
BARD1,3037,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,True
BRCA1,7844,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
EP300,3983,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,True
UBC,6724,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
UIMC1,8174,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,True
ABRAXAS1,13605,P7_other,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
KAT2B,8636,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
BABAM2,13886,P7_other,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,True
STAMBPL1,3582,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,True
STAM,12401,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
PSMD14,4697,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
UBB,10676,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
NLRP3,10325,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
MYSM1,12559,P6_brain_plus_retina_expression,Metalloprotease DUBs,618,R3_recurrent_directional,0,3,False
PSMC2,14864,P7_other,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMD13,3497,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
RBX1,3986,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
CTBP2,1919,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMB5,265,P3_recurrent_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
HDAC1,7750,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMA3,12599,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
ZRANB1,8404,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PPP2R5D,6389,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMD1,5502,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
BTRC,4921,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
FRAT2,11016,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
TLE2,1603,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
TLE3,6597,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
GSK3B,2488,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMD11,11966,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PPP2R5B,6618,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMB6,137,P3_recurrent_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
UBC,6724,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PSMC5,3195,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
CTNNB1,311,P4_single_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
CTBP1,318,P4_single_dual_ocular_directional,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMD14,4697,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
PSMA7,7580,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,True
AXIN1,12608,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
SEM1,12947,P7_other,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
PPP2CB,2445,P6_brain_plus_retina_expression,Degradation of beta-catenin by the destruction complex,619,R3_recurrent_directional,0,3,False
