gene_symbol,candidate_rank,priority_group,pathway,pathway_rank,pathway_priority,n_convergent_FDR_celltypes,n_same_direction_celltypes,shared_AD_PD_leading_edge
PIPOX,1454,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
SDS,9725,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
CHDH,2941,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RPL41,3368,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
GOT1,1546,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
PCBD1,7447,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
SLC45A2,6084,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
SLC25A13,11925,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
PHGDH,6483,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
GPT,10752,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
DMGDH,6663,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
RPS14,442,P4_single_dual_ocular_directional,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
RPL21,12056,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RPL28,10947,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
SRR,11565,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
BCKDHB,3478,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RIDA,13046,P7_other,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
CBS,6030,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
SECISBP2,1837,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
CARNS1,6162,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
MCCC2,4148,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
SQOR,15021,P7_other,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RPL10,6149,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
CRYM,6238,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RPL15,1297,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
PAH,11166,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
FAH,7144,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
PSMD2,1292,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
PAPSS1,843,P5_single_ocular_FDR,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RPL27,2854,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
SLC25A15,6534,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
SLC25A21,7715,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
BCAT2,14697,P7_other,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RPL31,7033,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
SLC44A1,11256,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RPS3A,440,P4_single_dual_ocular_directional,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
PHYKPL,7805,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
PSMA4,141,P3_recurrent_dual_ocular_directional,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
RPL35,10725,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
RPS15A,3153,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
ALDH9A1,4867,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
RPS28,8563,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
ASL,3102,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
RPL13,10539,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
RPL22,14472,P7_other,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
TST,14369,P7_other,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
MCCC1,5215,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
SERINC1,14537,P7_other,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
PSMB1,12696,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
FOLH1,10047,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
RPL36AL,6926,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
PSMD3,2254,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
QDPR,4183,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,False
RPS6,1404,P6_brain_plus_retina_expression,Metabolism of amino acids and derivatives,2,R2_single_celltype_AD_PD_FDR,1,4,True
EBP,1366,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
FDPS,6939,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
HSD17B7,7799,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,False
MSMO1,10360,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
IDI1,423,P4_single_dual_ocular_directional,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,False
HMGCS1,6505,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
ARV1,9663,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,False
MVK,743,P5_single_ocular_FDR,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
TM7SF2,2893,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
HMGCR,6578,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,False
PLPP6,10208,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
MVD,3161,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
NSDHL,4088,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
LSS,11414,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,False
PMVK,8131,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
SREBF1,14703,P7_other,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
DHCR7,1688,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,False
SQLE,11995,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,False
LBR,8363,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,False
SC5D,4450,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
SREBF2,3938,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
FDFT1,7811,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
DHCR24,6140,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
ACAT2,6077,P6_brain_plus_retina_expression,Cholesterol biosynthesis,3,R2_single_celltype_AD_PD_FDR,1,3,True
RPL23,3155,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL4,4062,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS27,6585,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMB5,265,P3_recurrent_dual_ocular_directional,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
UPF2,5644,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPL23A,10314,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS23,12051,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL37,14527,P7_other,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPS13,6150,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL19,5998,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS4Y1,1650,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS7,11014,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
CUL2,12731,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMC5,3195,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
DAG1,1910,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMD14,4697,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL36,10406,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL11,12718,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
SLIT2,10081,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPS11,6506,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
PSMC3,17,P3_recurrent_dual_ocular_directional,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
LDB1,6914,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL14,7588,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL38,10429,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
ADRM1,47,P3_recurrent_dual_ocular_directional,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMD8,1411,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL3,10453,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS15,10422,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL10A,8487,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
EIF4A3,443,P4_single_dual_ocular_directional,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMB7,2016,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS8,14370,P7_other,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL6,4551,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
PSMB2,105,P3_recurrent_dual_ocular_directional,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
ETF1,8907,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMA5,7802,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPS26,10181,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMD12,7505,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL39,6611,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMC2,14864,P7_other,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPS2,11612,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMD13,3497,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL5,225,P3_recurrent_dual_ocular_directional,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
COL4A5,9985,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
PSMA3,12599,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPL8,6743,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RBM8A,7029,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL13A,14592,P7_other,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMD1,5502,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPL27A,11413,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS27L,1250,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMD11,11966,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
PSMB6,137,P3_recurrent_dual_ocular_directional,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
UBC,6724,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPS18,11758,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PABPC1,4009,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMA7,7580,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPS21,3325,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
SEM1,12947,P7_other,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPLP0,3791,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL9,14475,P7_other,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMC1,3157,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
NCBP1,504,P4_single_dual_ocular_directional,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RPSA,7537,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
UBA52,3152,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS5,4725,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL24,11741,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
EIF4G1,9004,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
PSMB3,1954,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS4X,6521,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL35A,3320,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS16,7467,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
FAU,6259,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPS24,7712,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
RPL34,14441,P7_other,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,False
RBX1,3986,P6_brain_plus_retina_expression,Regulation of expression of SLITs and ROBOs,4,R2_single_celltype_AD_PD_FDR,1,3,True
