candidate_rank,gene_symbol,priority_group,best_evidence_class,best_evidence_rank,n_cell_types_present,cell_types,celltype_evidence_signature,n_class_A,n_class_B,n_class_C,n_class_D,n_class_E,n_class_F,n_best_class_celltypes,n_brain_AD_PD_concordant_celltypes,brain_concordant_all_present_celltypes,median_AD_brain_log2FC,median_PD_brain_log2FC,median_conservative_brain_abs_effect,max_conservative_brain_abs_effect,retina_expression,retinal_donors_detected,AD_retina_log2FC,AD_retina_pvalue,AD_retina_FDR,AD_retina_FDR_support_any_celltype,n_AD_retina_same_direction_celltypes,PD_AH_log2RFU_diff,PD_AH_pvalue,PD_AH_FDR,PD_aqueous_FDR_support_any_celltype,n_PD_aqueous_same_direction_celltypes,n_multimodal_directional_celltypes,n_multimodal_nominal_celltypes,n_multimodal_FDR_celltypes
6518,OTOA,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;Micro,Astro:E | Micro:E,0,0,0,0,2,0,2,2,True,1.1415205897453249,0.18845592986801252,0.18845592986801252,0.2885620740869369,True,6,,,,False,0,,,,False,0,0,0,0
6519,CCDC86,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Micro;OPC;Oligo,Micro:F | OPC:E | Oligo:E,0,0,0,0,2,1,2,2,False,0.1882815532805362,-0.0788646242765728,0.1882815532805362,0.3423933456860765,True,7,0.3133771431796077,0.6418684419331833,0.8910875117999585,False,2,,,,False,0,0,0,0
6520,PCDH1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:F | Oligo:F,0,0,0,0,2,2,2,2,False,0.34193975359101364,-0.0718651909518681,0.1882322997490869,0.422378824819522,True,7,-0.2646679071917042,0.6255911011705242,0.8883680813099633,False,0,,,,False,0,0,0,0
6521,RPS4X,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.2680122066857686,0.04463262818799145,0.18819465756932985,0.3223762390102934,True,7,-0.1311251430777069,0.7671444831854402,0.9199190526725244,False,4,0.0316306396235672,0.9668227638329948,0.9757383133487452,False,2,0,0,0
6522,AAGAB,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.06402491764830076,-0.20765535515087905,0.18817880460876185,0.2183136066200358,True,7,,,,False,0,1.2277208943874207,0.0192288154817264,0.056560444880891,False,0,0,0,0
6523,EVC,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;OPC,Astro:E | OPC:E,0,0,0,0,2,0,2,2,True,0.38946074126886276,0.2071530662623593,0.1881432001187514,0.3199909941595434,True,7,,,,False,0,,,,False,0,0,0,0
6524,RFX2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:F | Oligo:F,0,0,0,0,2,2,2,2,False,-0.031313062169552194,0.18807382080313975,0.18807382080313975,0.2151482207909088,True,7,,,,False,0,,,,False,0,0,0,0
6525,ST8SIA5,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,0.12070285160211565,0.28966831752993405,0.18789349134330322,0.512729174926135,True,7,,,,False,0,,,,False,0,0,0,0
6526,ZNF385B,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.1941458600536791,-0.3449401809210211,0.18782170186313896,0.4534939754538822,True,7,,,,False,0,,,,False,0,0,0,0
6527,LINC00649,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;OPC,Astro:E | Micro:F | OPC:E,0,0,0,0,2,1,2,2,False,0.2785566001734218,0.1495343483381118,0.1877859298321666,0.2635767258229,True,7,,,,False,0,,,,False,0,0,0,0
6528,PAFAH1B3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,0.40225916166819636,0.1242258386575888,0.18772509866994225,0.2270266303823952,True,7,-0.2317009072755418,0.5196348608667143,0.8768494707880053,False,1,-1.8397950926551696,0.1547216946284405,0.2414371165699081,False,1,0,0,0
6529,MYO5B,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.37471891279181796,0.2941367922160374,0.1875842239860936,0.4044741397890287,True,7,0.2213930040522314,0.5673444952399133,0.883188991058642,False,3,,,,False,0,0,0,0
6530,LINC00092,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;OPC,Astro:E | OPC:E,0,0,0,0,2,0,2,2,True,-0.5979193312401677,-0.1875321074602051,0.1875321074602051,0.2130913065456757,True,7,,,,False,0,,,,False,0,0,0,0
6531,EAF2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:F | Oligo:F,0,0,0,0,2,2,2,2,False,0.4621083711289762,0.09359494432745169,0.18733167110172633,0.3107923550845202,True,7,,,,False,0,,,,False,0,0,0,0
6532,NCR3LG1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;OPC,Astro:E | OPC:E,0,0,0,0,2,0,2,2,True,-0.2310277604645477,-0.28517667019839116,0.187224962098968,0.3330198696364241,True,7,,,,False,0,-0.4042659742108331,0.0297818341590567,0.0745534455679018,False,2,0,0,0
6533,TMEM187,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:F | Oligo:F,0,0,0,0,2,2,2,2,False,0.507807293709624,-0.13317337452250785,0.18718774356099677,0.275735730594778,True,7,,,,False,0,,,,False,0,0,0,0
6534,SLC25A15,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,-0.0462138069488611,-0.18710429870629863,0.18710429870629863,0.5251695719832464,True,7,,,,False,0,,,,False,0,0,0,0
6535,COL21A1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.1360365132272885,0.5154670492003204,0.18705177906684256,0.2892586727584363,True,7,,,,False,0,,,,False,0,0,0,0
6536,BCAT1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,-0.003009363965428148,-0.4605223873825049,0.1870436701873194,0.5553808886630853,True,7,-0.17276552317702,0.6291043776347713,0.8883680813099633,False,2,,,,False,0,0,0,0
6537,VWA5A,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.09579108948989135,-0.3049463796680667,0.1868105127307463,0.3328537595846129,True,7,-0.6617075913396668,0.1423538682257608,0.8768494707880053,False,2,,,,False,0,0,0,0
6538,OOEP,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:F | Oligo:F,0,0,0,0,2,2,2,2,False,-0.014837470077559936,0.1922863820591037,0.186783052191094,0.3868052752144936,True,6,,,,False,0,,,,False,0,0,0,0
6539,SNX21,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.22447296686712415,-0.1867684362109413,0.1867684362109413,0.3405858138737604,True,7,,,,False,0,,,,False,0,0,0,0
6540,CLCA4,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Micro;Oligo,Micro:E | Oligo:E,0,0,0,0,2,0,2,2,True,0.1866922778815188,0.4970701729300723,0.1866922778815188,0.3398406577088457,True,3,,,,False,0,,,,False,0,0,0,0
6541,LAMA4,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,-0.17422924067683615,-0.12964613766722216,0.1866733477627133,0.4150877311185431,True,7,,,,False,0,,,,False,0,0,0,0
6542,FBXO41,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;OPC,Astro:F | Micro:E | OPC:E,0,0,0,0,2,1,2,2,False,-0.0500103125106639,-0.1865790527614562,0.1865790527614562,0.2058949672070378,True,7,,,,False,0,,,,False,0,0,0,0
6543,CPNE2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.04004535074859635,0.3324552620530538,0.18650669364462666,0.3381388763709341,True,7,,,,False,0,,,,False,0,0,0,0
6544,SRRM3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,0.6241068722513974,-0.1599516972099601,0.18622298021175515,0.2491611716516744,True,7,,,,False,0,,,,False,0,0,0,0
6545,HDX,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,0.22681235167744912,0.0681050535506579,0.1861119219573117,0.2077659496592225,True,7,,,,False,0,,,,False,0,0,0,0
6546,H2AFY2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.1642035872526366,-0.3490810801511583,0.18589032725202348,0.4107937108436642,True,7,,,,False,0,,,,False,0,0,0,0
6547,LRCH2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,0.28233379905928596,0.18578737692506608,0.18578737692506608,0.5543002792261083,True,7,,,,False,0,,,,False,0,0,0,0
6548,SLC51A,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.03563880244573575,-0.31959799272537737,0.18578659351466814,0.8750638139653316,True,7,,,,False,0,,,,False,0,0,0,0
6549,CFAP61,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:F | Oligo:F,0,0,0,0,2,2,2,2,False,0.21107250994544446,0.05763446780909455,0.18556934731793664,0.2050221882958806,True,7,,,,False,0,,,,False,0,0,0,0
6550,NEU4,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;OPC,Astro:E | OPC:E,0,0,0,0,2,0,2,2,True,-0.7628716384778123,-0.18549775430672227,0.18549775430672227,0.2258469486026123,True,7,,,,False,0,,,,False,0,0,0,0
6551,HHIP,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.5438634031536173,0.07264191135869924,0.18540451507878403,0.3807775744163731,True,7,,,,False,0,0.8774579779375795,0.0260265652158773,0.0681421891769663,False,2,0,0,0
6552,KLHDC9,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;OPC,Astro:E | OPC:E,0,0,0,0,2,0,2,2,True,-0.43970836224112064,-0.18538828930474044,0.18538828930474044,0.3251640833838684,True,7,,,,False,0,,,,False,0,0,0,0
6553,BRINP1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.31467591083832475,-0.0751627016206483,0.18522974179128004,0.4065111595124038,True,7,,,,False,0,,,,False,0,0,0,0
6554,PTER,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;Micro,Astro:E | Micro:E,0,0,0,0,2,0,2,2,True,0.359941761969012,0.18511862379513006,0.18511862379513006,0.3494697517582493,True,7,-0.6515251361747509,0.2390773233423356,0.8768494707880053,False,0,-0.2774885333716468,0.3305649312781844,0.4067658214744228,False,0,0,0,0
6555,LIFR,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,-0.05936452458533205,0.1850920102582447,0.1850920102582447,0.5603192864275368,True,7,,,,False,0,0.0788439086276651,0.7218918217453696,0.7732517142015619,False,4,0,0,0
6556,RGS9,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.3103473997487789,-0.12633369398342326,0.18497933550549134,0.2598671630744041,True,7,-0.2818006034144247,0.5915069544204306,0.8851127791220113,False,3,,,,False,0,0,0,0
6557,PLBD1-AS1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;Micro,Astro:E | Micro:E,0,0,0,0,2,0,2,2,True,-0.33584633425612137,-0.056059472436727154,0.18459610761010664,0.2406555800468338,True,6,,,,False,0,,,,False,0,0,0,0
6558,RFC3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.3125299681928005,0.0965258308860001,0.18434334618330295,0.5122782511980666,True,7,,,,False,0,,,,False,0,0,0,0
6559,FAM178B,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,-0.11112282106648615,0.18970787298114133,0.1842816874372658,0.289599333548428,True,7,,,,False,0,,,,False,0,0,0,0
6560,KCNK12,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,OPC;Oligo,OPC:E | Oligo:E,0,0,0,0,2,0,2,2,True,-0.34582098453925636,-0.3785983506342149,0.18423500320425762,0.2919829801025367,True,7,,,,False,0,,,,False,0,0,0,0
6561,HOOK1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;OPC,Astro:E | Micro:F | OPC:E,0,0,0,0,2,1,2,2,False,-0.0746080185811087,-0.7174562701306637,0.184020100229447,0.4768279406223456,True,7,-0.6656354047965678,0.3149300272612192,0.8768494707880053,False,2,,,,False,0,0,0,0
6562,MAMLD1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,0.2525630734552261,-0.14710230718646095,0.1835604035057132,0.2867606331847256,True,7,,,,False,0,,,,False,0,0,0,0
6563,ZNF677,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,-0.0307102288076467,0.19872380265237427,0.18355925876679496,0.2471942469973505,True,7,,,,False,0,,,,False,0,0,0,0
6564,PLA2G4C,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.0781237357717243,-0.24171601362055256,0.18346607762534334,0.428360281732929,True,7,,,,False,0,,,,False,0,0,0,0
6565,DTX4,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,0.07352554767063209,-0.2191698828311652,0.18344426379539108,0.3356069770458052,True,7,,,,False,0,,,,False,0,0,0,0
6566,SEPT4,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.6979310559702601,0.036419671383254595,0.1833276153126493,0.264562901992851,True,7,,,,False,0,,,,False,0,0,0,0
6567,CDH18,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.46233747383075374,-0.0892539521467202,0.183301605620063,0.3127917118360043,True,7,,,,False,0,,,,False,0,0,0,0
6568,C4ORF48,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,-0.18317990350370475,-0.28077820953593535,0.18317990350370475,0.2703905786454825,True,7,-1.734136770053734,0.1385072777298052,0.8768494707880053,False,3,,,,False,0,0,0,0
6569,BOK,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,0.057517853641506494,0.4172672180006307,0.18298813590555635,0.7140089811995065,True,7,,,,False,0,,,,False,0,0,0,0
6570,CCDC34,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.4738704024458647,-0.043634299300207346,0.1825273135234658,0.3824586638461487,True,7,,,,False,0,,,,False,0,0,0,0
6571,C9ORF50,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;OPC,Astro:E | OPC:E,0,0,0,0,2,0,2,2,True,-0.6864059028841002,-0.18251222426187622,0.18251222426187622,0.2647913585326626,True,7,,,,False,0,,,,False,0,0,0,0
6572,MYLK,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,-0.08421031867802124,0.055493188135402695,0.1824122376448204,0.3114328511384143,True,7,-0.6578624061024563,0.282265728637022,0.8768494707880053,False,2,,,,False,0,0,0,0
6573,CFAP52,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,0.1954776016011743,0.16729552586749685,0.18224563749454425,0.330618641099576,True,7,,,,False,0,,,,False,0,0,0,0
6574,COL12A1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;OPC,Astro:E | Micro:F | OPC:E,0,0,0,0,2,1,2,2,False,1.0449655853016189,0.0688629360923081,0.1821725730427132,0.1858960293677111,True,7,,,,False,0,,,,False,0,0,0,0
6575,TUBB2B,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,-0.0177617404526991,-0.709809734193033,0.1821073611891194,0.5855505161378062,True,7,-0.6705043556924117,0.3422693808965507,0.8768494707880053,False,2,,,,False,0,0,0,0
6576,NPIPB11,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.1083402497349199,0.3131198245932318,0.1817587070447978,0.3799859904016353,True,7,,,,False,0,,,,False,0,0,0,0
6577,TSPAN33,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;OPC,Astro:E | Micro:F | OPC:E,0,0,0,0,2,1,2,2,False,0.475107682802051,0.0551417338989758,0.1817504360700528,0.1817815835691059,True,7,,,,False,0,,,,False,0,0,0,0
6578,HMGCR,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,0.2238664414218643,-0.29359238588110237,0.18173900662639814,0.258356980481329,True,7,,,,False,0,-0.0527368227156599,0.3305649312781844,0.4067658214744228,False,3,0,0,0
6579,ANKRD29,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;OPC,Astro:E | Micro:F | OPC:E,0,0,0,0,2,1,2,2,False,-0.1816793997412014,-0.3580033091435872,0.1816793997412014,0.2214905712704896,True,7,,,,False,0,,,,False,0,0,0,0
6580,TMSB4Y,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;Oligo,Astro:F | Micro:E | Oligo:E,0,0,0,0,2,1,2,2,False,-0.1815585661660231,-0.2513790465336323,0.1815585661660231,0.1881480567228527,True,6,,,,False,0,,,,False,0,0,0,0
6581,SAMD9L,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;Micro,Astro:E | Micro:E,0,0,0,0,2,0,2,2,True,-0.30736892403071914,-0.45677799697890686,0.18150202434304105,0.2836309858366246,True,7,,,,False,0,,,,False,0,0,0,0
6582,GRPEL2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,0.48066439719060505,0.19697965860080113,0.18146290057474515,0.2792978225722008,True,7,,,,False,0,,,,False,0,0,0,0
6583,WDR55,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,-0.09828472417530286,-0.2261618864820119,0.18138796393822876,0.3038801790749563,True,7,,,,False,0,,,,False,0,0,0,0
6584,CCDC157,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;OPC,Astro:E | Micro:E | OPC:F,0,0,0,0,2,1,2,2,False,-0.0486191952597446,0.181180325892143,0.181180325892143,0.4085615872346612,True,7,,,,False,0,,,,False,0,0,0,0
6585,RPS27,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;Oligo,Astro:E | Micro:E | Oligo:F,0,0,0,0,2,1,2,2,False,-0.0925736017976361,0.0180028902703407,0.1809438225315661,0.2863987766065684,True,7,-0.3348386253843181,0.514329116553701,0.8768494707880053,False,2,,,,False,0,0,0,0
6586,RIPK1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,0.1180561820970368,-0.19135519980167676,0.1806791040259097,0.2462324924263612,True,7,,,,False,0,,,,False,0,0,0,0
6587,SPATA24,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;Micro;Oligo,Astro:E | Micro:F | Oligo:E,0,0,0,0,2,1,2,2,False,-0.1019182540007119,-0.2271021318089115,0.1806742789199133,0.2271021318089115,True,7,,,,False,0,0.368834613843652,0.1507797742617513,0.2360626397038863,False,0,0,0,0
6588,LINC00240,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.3193638371047489,-0.11291361569552785,0.18061781895503334,0.3706957039625334,True,7,,,,False,0,,,,False,0,0,0,0
6589,ITGA8,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:F | Oligo:F,0,0,0,0,2,2,2,2,False,-0.1366780298967828,0.10151524939392291,0.18045426700684059,0.5829364575989548,True,7,,,,False,0,,,,False,0,0,0,0
6590,EMILIN2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Micro;OPC;Oligo,Micro:F | OPC:E | Oligo:E,0,0,0,0,2,1,2,2,False,-0.0076141040389702,-0.1804024536617675,0.1804024536617675,0.4327304329337862,True,7,,,,False,0,,,,False,0,0,0,0
6591,SVIL,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,0.1755895868330117,-0.10600828951182725,0.1800332634193778,0.5959945583263877,True,7,,,,False,0,,,,False,0,0,0,0
6592,WFDC3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;Oligo,Astro:E | Oligo:E,0,0,0,0,2,0,2,2,True,-0.5674320986899777,-0.1799078432845077,0.1799078432845077,0.2038762885571294,True,7,,,,False,0,-0.0741666920155031,0.3305649312781843,0.4067658214744228,False,2,0,0,0
6593,NPIPB6,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,3,Astro;OPC;Oligo,Astro:E | OPC:F | Oligo:E,0,0,0,0,2,1,2,2,False,-0.4079697695499493,0.093386516605039,0.1797362799640293,0.2127687440017452,True,7,,,,False,0,,,,False,0,0,0,0
6594,SOX21,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,2,Astro;OPC,Astro:E | OPC:E,0,0,0,0,2,0,2,2,True,0.45260349239470243,0.17971727107827323,0.17971727107827323,0.2109365696615614,True,6,,,,False,0,,,,False,0,0,0,0
6595,MTMR7,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:F | OPC:E | Oligo:E,0,0,0,0,2,2,2,2,False,-0.4797538439338515,0.004356129591991102,0.17951161745652267,0.3087237572883067,True,7,,,,False,0,0.6800817034180779,0.0940845137561323,0.1653868592476663,False,2,0,0,0
6596,PATL2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,-0.21457381149022264,-0.24066367491327118,0.1794626220752897,0.2784431222219111,True,7,,,,False,0,,,,False,0,0,0,0
6597,TLE3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:F | Oligo:F,0,0,0,0,2,2,2,2,False,0.0741326839404285,-0.042042082806001496,0.17891932693694185,0.2405967922005402,True,7,-1.127531203876856,0.0274791841956877,0.8768494707880053,False,2,,,,False,0,0,0,0
6598,FEM1B,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:E | OPC:F | Oligo:E,0,0,0,0,2,2,2,2,False,0.32398476147376953,0.1788887142077549,0.1788887142077549,0.233665378570419,True,7,,,,False,0,,,,False,0,0,0,0
6599,SCD,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:F | OPC:E | Oligo:F,0,0,0,0,2,2,2,2,False,-0.5177344893350755,-0.004436057833183599,0.1786387402359855,0.2527087084850332,True,7,,,,False,0,,,,False,0,0,0,0
